id,revenue
3001,3445412.4855482206
3002,330721.78337539814
3003,1041612.6587756012
3004,10118616.043621683
3005,2560283.53263416
3006,941403.3477514089
3007,989448.502288954
3008,20528103.655168448
3009,10354526.15681082
3010,1225454560.2420852
3011,3310682.862568189
3012,737017.8561211622
3013,33132776.879395984
3014,1235210.960358859
3015,2060437.7987957124
3016,236593.2900998383
3017,44584686.250927515
3018,30389085.86021629
3019,1257776.3309091786
3020,783767908.3472105
3021,67038611.44186757
3022,39594422.27554335
3023,433574.4150164388
3024,6782498.474031671
3025,549484.9166599273
3026,64214399.93166599
3027,20436709.52247087
3028,14001950.715849806
3029,1804039.1299997172
3030,1883294.5843505377
3031,8639414.419183437
3032,7848712.243055954
3033,885662.5664845151
3034,1008560.4799332648
3035,967378.1150725138
3036,6956500.577843868
3037,30643625.86872659
3038,15931482.971998943
3039,22325755.959129818
3040,808069.9105985442
3041,6627615.141047813
3042,1008331.5233357736
3043,20525420.2181207
3044,3905228.3081711335
3045,315174010.3436182
3046,631512.3400415644
3047,608594.5795561108
3048,17317605.432163063
3049,4717070.625367922
3050,27609962.47359052
3051,1005544.8583621973
3052,14370158.989703042
3053,176012.92546066683
3054,129986.85373980994
3055,17596466.95054237
3056,76024.35408689425
3057,12980727.085477712
3058,20373345.755275235
3059,970334.4109093078
3060,123092927.829014
3061,95130364.75242357
3062,2935895.0159282875
3063,31061485.26156089
3064,6874739.395883783
3065,15111203.66340022
3066,36198076.319662735
3067,462173.1316232258
3068,24951104.08029723
3069,29979909.156855837
3070,797057.1744102848
3071,3618270.1474869917
3072,19692139.405074615
3073,1425857.3439476183
3074,368799.3416378034
3075,5791080.142688598
3076,129211676.09989041
3077,9711413.240499372
3078,70081794.367026
3079,7132376.261517514
3080,103540370.8779583
3081,61184586.469059385
3082,914319.5158445856
3083,9200247.413332596
3084,429415.4981897963
3085,4474406.722963669
3086,11498410.762885218
3087,373869.666134165
3088,151779.09110249171
3089,1412238.3649076608
3090,6164734.625365015
3091,17902240.86431318
3092,503471.84250147716
3093,637258756.2163724
3094,65536794.75583426
3095,50505657.97802461
3096,3016540.004481915
3097,3414298660.041102
3098,19626278.761551358
3099,50335121.12578409
3100,436693.1430446099
3101,697840.599495108
3102,1646514.0097131138
3103,345197.5451211419
3104,156387.72790188898
3105,62015320.51215835
3106,15750994.920850232
3107,63926390.782220736
3108,7861600.478691067
3109,1582232.2234514332
3110,60964423.16878912
3111,4612176.758168318
3112,145282.0679215565
3113,6839703.994582946
3114,8863136.161352938
3115,2506305.427685435
3116,8864954.020455394
3117,361662.4368135945
3118,505941.4566992854
3119,614348320.9859883
3120,42718069.38215239
3121,505847.5827170585
3122,9593950.962858394
3123,1498775.197898064
3124,366898.93237744627
3125,79487.44415695762
3126,34179732.99104822
3127,738442.965401035
3128,4292425.458365607
3129,219229310.0990786
3130,9484460.70692657
3131,407793.0698253453
3132,6982391.332141355
3133,435903.96448428644
3134,1009768.1849724621
3135,1123488.0456214573
3136,7011622.755026797
3137,30440951.45793154
3138,700282.0175580755
3139,16882087.322102506
3140,162289639.60487595
3141,14637301.480460037
3142,743692.5776000248
3143,113532294.04803988
3144,1759808.2721105644
3145,15415207.634445509
3146,17245034.906483497
3147,6633782.008760221
3148,418074.22867668
3149,8848251.237550095
3150,54304927.898550294
3151,2158142.49919935
3152,19259731.931299113
3153,463433.78953591647
3154,6527396.73185895
3155,7943585.743061241
3156,14707248.00590386
3157,17872252.560415406
3158,85610104.7680027
3159,846353.1405983381
3160,20788884.651864134
3161,394503.15874127316
3162,504939.0223093318
3163,592986918.8435526
3164,1709272.2876487945
3165,210371.13764645375
3166,142710.4912996247
3167,26621211.496737976
3168,177295.26574115394
3169,4533050.250353414
3170,37486577.11374155
3171,4207468.311526975
3172,903282.0040263687
3173,508102.8920632378
3174,301094.0370041752
3175,1287452.997941647
3176,23316723.930099916
3177,34131291.80749613
3178,6305510.818995048
3179,3987269.2266724315
3180,448747.1177758764
3181,7410654.92326607
3182,122703259.52348465
3183,13009686.492518052
3184,19623692.765615363
3185,1250756.7059180853
3186,19468586.967751533
3187,474319.1946961813
3188,6669085.812375613
3189,12742928.334794182
3190,25562510.673756275
3191,4095284.0387018286
3192,5737418.212505241
3193,109243929.17625232
3194,2187437.5589131243
3195,234790.50909049783
3196,1005126.6503237395
3197,1525611.4953682567
3198,186464562.44058454
3199,118485028.88267073
3200,11680690.224458003
3201,4549837.96412409
3202,1358634.8068326078
3203,553553.2814116337
3204,755846.3107918479
3205,1036768.3132999444
3206,17666731.851128347
3207,4478954.050508448
3208,2859190.231010325
3209,7126205.356865931
3210,188390987.7482286
3211,492821.1432436193
3212,9140920.405642316
3213,16630908.310413567
3214,5002011.039950798
3215,8434759.681970254
3216,6663727.1243112665
3217,1680775104.6860836
3218,4733339.839225059
3219,2333565.867815679
3220,88725452.3208636
3221,1500707.7775672602
3222,398913.6829788713
3223,1661066.6506689785
3224,506104.5823385308
3225,3683409.629386327
3226,6737854.734754205
3227,26763095.607716672
3228,242978601.2891358
3229,9957508.683878344
3230,65460243.10475981
3231,58492961.260993406
3232,9079035.306345182
3233,7844856.279900564
3234,2339802.1920243474
3235,799766.7941711822
3236,1661394.931659857
3237,8962707.508354625
3238,2588090.316128541
3239,177731.5615767856
3240,69745792.9807076
3241,761580.0173905599
3242,1349507.584150601
3243,504540.7429933341
3244,726343.6365033251
3245,3499270.0616565878
3246,18762490.189191043
3247,8070252.07705393
3248,110008795.9152693
3249,11083821.197517054
3250,183156026.51280323
3251,327675.90762107424
3252,10078110.2638
3253,41337803.57972472
3254,13600.490589661675
3255,974371.9527628579
3256,8627062.662040062
3257,5428531.634207339
3258,2100422.143074602
3259,12319146.745230023
3260,3610444.0909065036
3261,164632538.6982304
3262,19577268.865080696
3263,802102.4757343289
3264,101952.58906367983
3265,198240.18912059793
3266,75991.2067989146
3267,19283192.864960194
3268,122911.50966235797
3269,20217425.77296224
3270,85965681.21284209
3271,475966.1931929521
3272,4320675.746345053
3273,29784965.707857482
3274,510361670.90726596
3275,15052505.26642641
3276,1038342.5797342107
3277,5447317.535363353
3278,18904747.92463565
3279,499384.983680922
3280,441256265.1321702
3281,541886.3285544214
3282,881582.6914416093
3283,155193855.33725855
3284,21255920.483071048
3285,39263152.3592167
3286,388124.2957713552
3287,586853.2012592289
3288,2005958.1839735187
3289,18217739.17759395
3290,428664136.28842735
3291,25796445.802349087
3292,69072897.8696396
3293,13165725.334693009
3294,9915788.059363395
3295,5365857.9910170855
3296,301193.7294104105
3297,4872057.948059667
3298,16142338.87080813
3299,12009281.995765872
3300,7445123.59890833
3301,185762.00587559844
3302,753334.8966186454
3303,161352.4923991321
3304,7381946.426443246
3305,70799234.75465593
3306,1827698.8439226248
3307,20796094.381053124
3308,17042342.90391419
3309,375470.53792686324
3310,3651845.4281723117
3311,3799487.03029331
3312,1123306.0970360918
3313,6196287.6800661115
3314,3853104.5682417112
3315,281129819.30139387
3316,8690385.681492731
3317,116800.57933355341
3318,346179.0407959223
3319,930908.7965624983
3320,18023739.407867994
3321,24486007.730684727
3322,1520627.3488084355
3323,59078152.31037731
3324,1373427.8839146872
3325,12086453.634813981
3326,104918342.68659185
3327,75275653.4306884
3328,12639793.605181431
3329,7381191.645019696
3330,48098865.72878251
3331,354164.0578288377
3332,21989318.546094544
3333,879824386.3825365
3334,7637118.09152649
3335,34986461.738647476
3336,15981008.005914668
3337,11909.690897653965
3338,13815053.233902719
3339,305451.3572975445
3340,85779261.79467455
3341,2124498.586279954
3342,56832645.43547297
3343,34495140.035253026
3344,777657.3663829414
3345,1428456.4562712584
3346,10209405.442573847
3347,99212.95209258533
3348,37446026.953555755
3349,57063585.34518224
3350,398683433.65554625
3351,23378091.208715137
3352,3909231.9902577344
3353,17057698.439211894
3354,96119.84310793375
3355,1818393.7857241398
3356,1877101.7745490293
3357,138148.03763385164
3358,12207624.517204015
3359,30972625.371771947
3360,3555886.582394949
3361,33890559.23813495
3362,8058530.221303894
3363,5465570.508847786
3364,3664113.337615408
3365,1300325.5923498364
3366,11717420.978061449
3367,21758179.76293089
3368,761951.4620303042
3369,9081575.731056008
3370,115823957.9573648
3371,25043717.501312695
3372,32531796.26394137
3373,218886409.62740633
3374,6776118.13141868
3375,9816969.910054091
3376,5000247.380353489
3377,572566.5698569905
3378,14975115.8704991
3379,187667861.91030163
3380,9344837.49709802
3381,463335.48632527585
3382,306350.1631388098
3383,289817.7611168421
3384,45400345.5028223
3385,41219734.351397514
3386,415033.10568855633
3387,6860335.80207977
3388,167463517.9466727
3389,862783899.4484025
3390,1088813.857151929
3391,9859614.988052608
3392,1345058.8233767007
3393,5507084.977873805
3394,9456901.022660775
3395,822595054.5323404
3396,511008.64665862784
3397,832208.2005012832
3398,45920831.679154985
3399,19467656.68607329
3400,19691661.58234745
3401,1926738.821993956
3402,313797.61202287563
3403,2546820173.150221
3404,1045794.8203332635
3405,5335851.9437323045
3406,23511613.232606508
3407,78759131.86576219
3408,8690387.648871558
3409,4225233.513472033
3410,30870758.66312478
3411,28562249.556933925
3412,13433307.525586009
3413,25043001.04969359
3414,350928.76702678093
3415,35740102.85443355
3416,11136103.196902202
3417,60553350.41559549
3418,18539991.615558576
3419,148750238.05659658
3420,2786435.800565736
3421,10492766.739326624
3422,1472982.3213688603
3423,253563686.29907194
3424,734262.2031199945
3425,11876550.256743856
3426,1833095.476228011
3427,18582791.06446876
3428,675959.4837709368
3429,16719956.204235341
3430,99186645.6301746
3431,1258416.229481544
3432,3682912.2696686382
3433,4378677.100750034
3434,21148446.15719512
3435,13377280.72078855
3436,29787104.49575816
3437,377883.5839591157
3438,18621944.29874543
3439,67858626.54765685
3440,17511247.81531623
3441,126320891.18013336
3442,570958.9922523155
3443,4069940.1607217398
3444,227841.70518585082
3445,62712158.32786292
3446,145198.92740837004
3447,847265.8381822588
3448,28972841.0426787
3449,903236.5381823645
3450,39267411.033773325
3451,26940013.791398615
3452,7680177.197094658
3453,2941059.881850704
3454,18704971.571272988
3455,10379358.843914049
3456,668088773.4552625
3457,1735023.8221100534
3458,29805857.129420668
3459,904390762.3069197
3460,20032147.948911633
3461,706823.4122784864
3462,11722188.99539338
3463,13215518.080390356
3464,1691041.2489382026
3465,15030048.323709209
3466,84561922.57809316
3467,3377963.7222061013
3468,26507017.48477055
3469,962855.0497315316
3470,246713.07497725775
3471,113606559.19782798
3472,117573.98707958027
3473,14757344.129536688
3474,42807527.80118996
3475,57043320.58689868
3476,1632860.4609707086
3477,10261595.608701924
3478,877226.3435056006
3479,95191215.70385854
3480,9364012.698678425
3481,8805959.782155365
3482,3932326.558989093
3483,678600.4207394522
3484,284738.0562940309
3485,49722561.70280379
3486,109298308.02683675
3487,55401579.101130344
3488,51468335.97699165
3489,3603028.5500396136
3490,7097831.53988633
3491,9336890.617371397
3492,11321704.128978278
3493,8737238.138108943
3494,2624106.5559290014
3495,10446101.642129593
3496,1831381.139584126
3497,18569276.566983894
3498,128774242.66146274
3499,48522602.57837311
3500,1044298.4558210288
3501,34688276.71298515
3502,34192728.27898883
3503,20888565.589789044
3504,24895967.91542189
3505,1084727.5026504642
3506,21660847.67752535
3507,137698333.87130105
3508,1541528.5120310537
3509,1649504.1224138543
